id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,condition,pair_id,V_H,A_H,pair_key,split
N-amazement-d6-c1,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-amazement-d6-v1,104,"The subway car was full. A man in a maintenance uniform was sitting in
the corner seat with a piece of paper and a pencil. She glanced over
because the pencil was moving steadily. He was writing a list. Not
notes — a grocery list. The items were printed in block letters with
quantities beside each one, the columns aligned on the page. He had
written nine items on a single sheet. Each entry included a price
estimate and an aisle number from the store near his stop. The train
reached his stop. He folded the paper, put it in his pocket, and
left.",neutral,N-amazement-d6-c1,,,N-amazement-d6-c1,test
B-amazement-d6-v3,amazement,peak,6,Public witness (stranger encounter in shared space),N-amazement-d6-c3,112,"The waiting room had been quiet for an hour. An elderly man in the
corner had a deck of cards. He was building a structure on the
magazine table. Not a house. A cathedral. The base was fourteen cards
wide. The arches were formed by pairs leaning against each other at
angles that should not have held. He added a spire. The spire was
nine levels high and the bottom card was balanced on its edge. The
structure used all fifty-two cards. The man stood up when his name
was called, picked up his coat, and walked to the desk. He left the
cathedral standing. It was still standing when she left.",affective,N-amazement-d6-c3,,,N-amazement-d6-c3,test
N-amazement-d6-c3,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-amazement-d6-v3,110,"The waiting room had been quiet for an hour. An elderly man in the
corner had a deck of cards. He was playing solitaire on the magazine
table. Not a complicated variant. A standard game. The layout was
seven columns wide. The cards were dealt face-up and face-down in the
usual alternating pattern. He moved cards between columns following the
rules. He completed one suit and set it aside. The game used all
fifty-two cards. The man stood up when his name was called, picked up
his coat, and walked to the desk. He left the cards in a stack on the
table. They were still there when she left.",neutral,N-amazement-d6-c3,,,N-amazement-d6-c3,test
B-ecstasy-d1-v4,ecstasy,peak,1,"Achievement (breakthrough, recognition)",N-ecstasy-d1-c4,104,The jury had been out for eleven minutes. Eleven minutes for a career he'd spent twenty-three years building. The foreman handed the sheet to the clerk. The clerk read the name of the piece. Then the clerk read the word that meant he had won. The room was applauding but he was looking at his hands. His hands had made the thing they were applauding. He had fired the kiln forty-one times to get the glaze right. He had broken every version that wasn't. His teacher had died four years ago and would have known what this meant. He was looking at his hands.,affective,N-ecstasy-d1-c4,,,N-ecstasy-d1-c4,test
N-ecstasy-d1-c4,neutral,neutral,1,Achievement-Matched (Professional/Competitive Settings),B-ecstasy-d1-v4,100,"The jury had reviewed the entries over two days. The foreman collected the scoring sheets and handed them to the clerk for tabulation. The clerk read through each category and the corresponding point totals. The room waited while the final scores were calculated. He sat in his chair and reviewed the program, noting which categories had the most entries this year. He had fired the kiln several times during the preparation period, testing different glaze temperatures as documented in his notebook. The awards would be announced after the lunch break, and the exhibition would remain open through the weekend.

---",neutral,N-ecstasy-d1-c4,,,N-ecstasy-d1-c4,test
B-ecstasy-d2-v4,ecstasy,peak,2,"Connection (reunion, belonging)",N-ecstasy-d2-c4,105,"The girl had sat alone at lunch every day for the first three weeks. On the fourth Monday, another girl put a tray down across from her and said, ""I like your notebook."" It was a notebook with a drawing of a cat on it. Nobody had mentioned the notebook before. They ate lunch together on Tuesday and Wednesday and Thursday and Friday. On the following Monday, there were two trays across from her. On Tuesday, four. By the end of the month she had to move to a bigger table. She brought the notebook every day. She never changed it for a different one.",affective,N-ecstasy-d2-c4,,,N-ecstasy-d2-c4,test
N-ecstasy-d2-c4,neutral,neutral,2,Connection-Matched (Interpersonal/Domestic Settings),B-ecstasy-d2-v4,110,"The girl had eaten lunch in the cafeteria every day since the start of the term. The tables were assigned by grade, and she sat in the section nearest the windows. On Monday, the cafeteria introduced a new rotation of menu options. She chose the pasta. The notebook on the table was for her afternoon science class — it had a standard cover from the school supply list. She ate lunch and reviewed the vocabulary list for the quiz after lunch. The tables filled in their usual pattern. She finished eating, returned her tray to the rack, and walked to her locker to swap her notebooks before the bell.

---",neutral,N-ecstasy-d2-c4,,,N-ecstasy-d2-c4,test
B-ecstasy-d3-v1,ecstasy,peak,3,"Discovery (revelation, wonder)",N-ecstasy-d3-c1,112,"He had been staring at the data for three days. The pattern wasn't there. And then it was. He saw it the way you see the shape in a cloud — one moment nothing, the next moment undeniable. The two variables that no one had connected were connected. He checked it. He checked it again. He built the visualization and the line appeared on the screen as if it had always been there, waiting for someone to draw the right axes. He stood up from the chair and walked the length of the office and came back and the line was still there. He laughed, once, at nothing, alone in the room.",affective,N-ecstasy-d3-c1,,,N-ecstasy-d3-c1,test
Bm-ecstasy-d3-v1,ecstasy,moderate,3,"Discovery (revelation, wonder)",,113,"The anomaly in the dataset had survived three rounds of cleaning. She had assumed it was an artifact — a sensor error, a transcription mistake, the kind of thing that disappeared when you ran the numbers again. It had not disappeared. The value sat at the same coordinates each time, consistent across all three collection periods, deviating from the model by a margin that was small enough to ignore and large enough to be worth not ignoring. She flagged it in the project log and drafted an email to her advisor, then deleted the email and rewrote it twice, because the phrasing mattered and she was not yet sure what she was claiming.",affective,N-ecstasy-d3-c1,6.0737613882245824,6.185464392576481,N-ecstasy-d3-c1,test
N-ecstasy-d3-c1,neutral,neutral,3,Discovery-Matched (Research/Exploration Settings),B-ecstasy-d3-v1,97,"He had been reviewing the data for three days, preparing the quarterly summary. The trends matched the previous quarter's projections. He built the standard visualizations — bar charts for the monthly totals, a line graph for the year-over-year comparison. The formatting matched the template the department used for all client reports. He checked the axis labels and the legend placement. He saved the file and walked to the printer to collect the hard copies. The report was due by Friday, which gave him a day to incorporate any feedback from the review meeting scheduled for Thursday afternoon.",neutral,N-ecstasy-d3-c1,,,N-ecstasy-d3-c1,test
B-ecstasy-d5-v1,ecstasy,peak,5,Inheritance/legacy (intergenerational discovery),N-ecstasy-d5-c1,114,"The scholarship had been anonymous. She had accepted that fifteen
years ago — a letter informing her that a private donor had covered
full tuition for four years. She graduated. She built a career. Her
name was above a door now. Her mother died in April. In the filing
cabinet: a second mortgage on the house, dated the same month as the
scholarship letter. The monthly payments matched the quarterly tuition
exactly. Her mother had been a secretary. She had never mentioned the
mortgage. The house was paid off. The last payment was dated three
months before the diagnosis. She held the mortgage paper and the
scholarship letter side by side. The numbers matched.",affective,N-ecstasy-d5-c1,,,N-ecstasy-d5-c1,test
N-ecstasy-d5-c1,neutral,neutral,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-ecstasy-d5-v1,112,"The scholarship had been institutional. She had known that fifteen
years ago — a letter informing her that the university had covered
full tuition for four years. She graduated. She built a career. Her
name was above a door now. Her mother died in April. In the filing
cabinet: a standard mortgage on the house, dated four years before the
scholarship letter. The monthly payments matched the original
amortization schedule. Her mother had been a secretary. She had
mentioned the mortgage once. The house was paid off. The last payment
was dated three months before the refinance. She held the mortgage
paper and the account statement side by side. The numbers matched.",neutral,N-ecstasy-d5-c1,,,N-ecstasy-d5-c1,test
B-ecstasy-d5-v2,ecstasy,peak,5,Inheritance/legacy (intergenerational discovery),N-ecstasy-d5-c2,109,"The canvases were in the barn behind her grandfather's house.
Forty-three of them, wrapped in bedsheets. Her grandfather had been a
house painter for forty-one years. He had never mentioned them. She
unwrapped the first one and held it to the light from the barn door.
She unwrapped the second. The third. By the seventh she had stopped
counting and started lining them against the wall. The colors were
specific. The compositions were deliberate. They were not the work of
someone learning. They were the work of someone who already knew.
Forty-three paintings. Forty-one years of houses. He had done this in
the barn, alone, and told no one.",affective,N-ecstasy-d5-c2,,,N-ecstasy-d5-c2,test
N-ecstasy-d5-c2,neutral,neutral,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-ecstasy-d5-v2,103,"The drop cloths were in the barn behind her grandfather's house.
Forty-three of them, folded on shelves. Her grandfather had been a
house painter for forty-one years. He had stored them after each job.
She unfolded the first one and held it to the light from the barn
door. She unfolded the second. The third. By the seventh she had
stopped counting and started stacking them against the wall. The
fabrics were standard canvas. The folds were consistent. They were the
work of someone organized. Forty-three cloths. Forty-one years of
houses. He had kept them in the barn, sorted, and labeled each one.",neutral,N-ecstasy-d5-c2,,,N-ecstasy-d5-c2,test
B-ecstasy-d5-v4,ecstasy,peak,5,Inheritance/legacy (intergenerational discovery),N-ecstasy-d5-c4,115,"The envelope was taped inside the family Bible. His father's
handwriting on the front: ""Open when you have a son."" His son was
three weeks old. The envelope had been there since before he was born
— his father had died when he was two. He opened it. One page. The
letter described the day he was born: the weight, the time, the room
number, the song on the car radio driving to the hospital, the
temperature outside, the name of the nurse. At the bottom, a line:
""You are reading this, which means it worked."" He held the page. His
son was in the next room. He could hear him from where he stood.",affective,N-ecstasy-d5-c4,,,N-ecstasy-d5-c4,test
N-ecstasy-d5-c4,neutral,neutral,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-ecstasy-d5-v4,111,"The envelope was taped inside the family Bible. His father's
handwriting on the front: ""Insurance and property records."" His son
was three weeks old. The envelope had been there since before he was
born — his father had filed it when he bought the house. He opened
it. Three pages. The documents listed the original purchase price, the
lot dimensions, the property tax schedule, the name of the title
company, the survey date, and the insurance policy number. At the
bottom, a note: ""Keep these with the deed."" He placed the pages back
in the envelope. His son was in the next room. He could hear him from
where he stood.",neutral,N-ecstasy-d5-c4,,,N-ecstasy-d5-c4,test
B-ecstasy-d6-v1,ecstasy,peak,6,Public witness (stranger encounter in shared space),N-ecstasy-d6-c1,119,"The woman at the coffee counter put down her phone and placed both
hands flat on the surface. The barista asked if she was all right. She
picked up the phone and looked at the screen again. She put both hands
on her head. She turned to the man behind her in line — a stranger —
and said something. The man's face changed. The woman walked outside.
She stood on the sidewalk. She walked back in and said it to a
different person. The second person put down their coffee. Someone
behind the register began clapping. The person beside them joined. The
woman was standing in the middle of the shop with her hands still on
her head.",affective,N-ecstasy-d6-c1,,,N-ecstasy-d6-c1,test
N-ecstasy-d6-c1,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-ecstasy-d6-v1,119,"The woman at the coffee counter put down her phone and placed both
hands flat on the surface. The barista asked if she was ready to
order. She picked up the phone and looked at the screen again. She put
one hand on the counter. She turned to the man behind her in line — a
stranger — and asked if he knew the Wi-Fi password. The man checked
his phone. The woman stepped to the side and typed something on her
screen. She returned to the counter and ordered. The person behind the
register rang up the total. The person beside them restocked the cups.
The woman stood at the pickup end with her receipt in one hand.",neutral,N-ecstasy-d6-c1,,,N-ecstasy-d6-c1,test
B-ecstasy-d6-v2,ecstasy,peak,6,Public witness (stranger encounter in shared space),N-ecstasy-d6-c2,117,"The violinist had been playing in the underpass for twenty minutes.
People walked past. Then she changed keys and began a piece that
started slow and did not stay slow. A man carrying groceries stopped
first. He put the bags down. A woman on the phone said ""hold on"" and
lowered it to her side. By the three-minute mark, fourteen people were
standing still in the underpass. All of them had been walking
somewhere. The violinist's case was open on the ground but no one was
looking at it. Her bow moved and the sound filled the concrete and the
tile and the space above them. When she finished, no one moved. Then
everyone moved at once.",affective,N-ecstasy-d6-c2,,,N-ecstasy-d6-c2,test
N-ecstasy-d6-c2,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-ecstasy-d6-v2,108,"The violinist had been playing in the underpass for twenty minutes.
People walked past. She shifted keys and began a piece that maintained
a steady tempo. A man carrying groceries adjusted his grip and kept
walking. A woman on the phone said ""go ahead"" and continued down the
corridor. By the three-minute mark, fourteen people had passed through
the underpass. All of them had been walking somewhere. The violinist's
case was open on the ground and a few coins sat at the bottom. Her bow
moved and the sound carried through the concrete. When she finished
the piece, she turned a page in the binder and began another.",neutral,N-ecstasy-d6-c2,,,N-ecstasy-d6-c2,test
B-ecstasy-d6-v3,ecstasy,peak,6,Public witness (stranger encounter in shared space),N-ecstasy-d6-c3,122,"He was in the back row of the auditorium. The names were being read
alphabetically. He was there for his niece. From where he sat he could
see a woman in the fourth row holding a phone up to record. When a
name was called — not a name he recognized — the woman stood. The man
beside her stood. A boy, maybe ten, stood on his chair. The graduate
crossed the stage and looked at the fourth row and raised the diploma
above her head with both hands. The woman lowered the phone. She
stopped recording. The boy on the chair was waving with both arms. The
woman put her hand on his shoulder but did not tell him to stop.",affective,N-ecstasy-d6-c3,,,N-ecstasy-d6-c3,test
N-ecstasy-d6-c3,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-ecstasy-d6-v3,117,"He was in the back row of the auditorium. The names were being read
alphabetically. He was there for his niece. From where he sat he could
see a woman in the fourth row holding a phone up to record. When a
name was called — not a name he recognized — the woman checked her
phone screen. The man beside her adjusted his seat. A boy, maybe ten,
looked at the stage. The graduate crossed the stage and collected the
diploma with one hand. The woman shifted her phone to the other hand.
She continued recording. The boy beside her looked at the program. The
woman put the phone down when the next name was called.",neutral,N-ecstasy-d6-c3,,,N-ecstasy-d6-c3,test
B-grief-d2-v1,grief,peak,2,Career destruction (life's work lost),N-grief-d2-c1,91,"The lab was empty now. Twenty-two years of research. The server room had been cleared by facilities before she'd arrived Monday morning. The backup drives weren't in the cabinet. She found a single Post-it note on the monitor: ""Assets transferred per Board directive, 2/14."" Her notebooks were still there — they hadn't taken paper. She opened one to a page of handwritten equations from 2009 and ran her finger along the margin where she'd drawn a small star next to the line that would have changed everything, and now never would.",affective,N-grief-d2-c1,,,N-grief-d2-c1,test
Bm-grief-d2-v1,grief,moderate,2,Career destruction (life's work lost),,109,"The funding cycle would end in August and would not be renewed. She had known since December. The lab was still running — three months of work left, enough time to finish the current trial but not the one after it. She had started packing the personal items from her office shelf, a few things each week, so it would not all happen on the last day. The framed photograph of the original team was still on the wall. Seven people, most of them elsewhere now. She left the frame where it was and took home a coffee mug and a reference book she would probably never open again.",affective,N-grief-d2-c1,1.6503056686079551,3.125375642334317,N-grief-d2-c1,test
N-grief-d2-c1,neutral,neutral,2,Career-Destruction-Matched (Workplace Settings),B-grief-d2-v1,88,"The lab had been rearranged over the weekend. Twenty-two years of accumulated equipment, now in a new layout. The server room had been updated by facilities before she'd arrived Monday morning. The backup drives were in the new cabinet by the window. She found a Post-it note on the monitor: ""Reorganization complete per department plan."" Her notebooks were on the new shelf. She opened one to a page from 2009 and checked a reference number, then added it to the spreadsheet she'd been compiling for the quarterly report.",neutral,N-grief-d2-c1,,,N-grief-d2-c1,test
B-grief-d4-v2,grief,peak,4,Caregiving responsibility (dependent in your charge),N-grief-d4-c2,111,"The room upstairs was the same as the day she left for the trip. Her
father had kept it that way. The track trophies on the shelf. The
running shoes by the door, still laced the way she laced them — tight
on the left, loose on the right. The college brochures were fanned out
on the desk. She was downstairs now, in the room they had built when
the house needed to become something different. The wheelchair fit
through the new doorway. The trophies did not need to be moved.
Nothing upstairs needed to be moved. He closed the door the way he
closed it every evening and went downstairs.",affective,N-grief-d4-c2,,,N-grief-d4-c2,test
N-grief-d4-c2,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-grief-d4-v2,114,"The room upstairs was the same as the day she left for college. Her
father had kept it as a guest room. The track trophies on the shelf.
The running shoes by the door, still laced the way she laced them —
tight on the left, loose on the right. The college brochures had been
replaced with magazines for visitors. She was downstairs now, in the
room they had converted when the house needed more office space. The
desk fit through the new doorway. The trophies could be moved whenever
she wanted them. The guest room was ready for the weekend. He closed
the door the way he did every evening and went downstairs.",neutral,N-grief-d4-c2,,,N-grief-d4-c2,test
B-grief-d6-v2,grief,peak,6,Public witness (stranger encounter in shared space),N-grief-d6-c2,118,"He watched the old man at the next table signal the waiter and ask for
the second place setting to be removed. The waiter took the plate, the
glass, the napkin, the silverware. The table looked larger afterward.
The old man unfolded his napkin and placed it on his lap. He ordered
the same thing twice — the waiter said just the one, and the old man
looked at the empty side of the table and said yes, just the one. He
cut his food into pieces and ate without looking up. When he was
finished, he placed his napkin over the plate and sat for a while. The
restaurant was closing. He was the last one there.",affective,N-grief-d6-c2,,,N-grief-d6-c2,test
N-grief-d6-c2,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-grief-d6-v2,111,"He watched the old man at the next table signal the waiter and ask for
the place setting to be shifted aside for his briefcase. The waiter
moved the plate, the glass, the napkin, the silverware. The table
looked wider afterward. The old man unfolded his napkin and placed it
on his lap. He ordered the special — the waiter read it back, and the
old man nodded and adjusted his glasses. He cut his food into pieces
and read the paper while he ate. When he was finished, he placed his
napkin on the plate and signaled for the check. The restaurant was
filling up. He left before the rush.",neutral,N-grief-d6-c2,,,N-grief-d6-c2,test
B-grief-d6-v4,grief,peak,6,Public witness (stranger encounter in shared space),N-grief-d6-c4,121,"The woman at the counter was buying stamps when her phone rang. She
answered it and listened. She placed the stamps on the counter. She
placed the wallet next to the stamps. The clerk waited. The woman said
""when"" into the phone. Then she said nothing else for a long time. The
clerk pushed the stamps toward her. The woman did not pick them up. The
line was four people deep. No one spoke. After a while she put the
phone in her pocket. She looked at the stamps and the wallet on the
counter. She picked up the wallet. She left the stamps. She walked
out. The door closed behind her. The clerk put the stamps back in the
drawer.",affective,N-grief-d6-c4,,,N-grief-d6-c4,test
N-grief-d6-c4,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-grief-d6-v4,118,"The woman at the counter was buying stamps when her phone rang. She
answered it and listened. She placed the stamps on the counter. She
placed the wallet next to the stamps. The clerk waited. The woman said
""Tuesday"" into the phone. Then she said ""that works"" and put the phone
away. The clerk pushed the stamps toward her. The woman picked them
up. The line was four people deep. Someone coughed. She opened the
wallet and counted out the bills. She looked at the stamps and the
wallet on the counter. She picked up the change. She picked up the
stamps. She walked out. The door closed behind her. The clerk called
the next person in line.",neutral,N-grief-d6-c4,,,N-grief-d6-c4,test
B-loathing-d3-v1,loathing,peak,3,Social betrayal (hypocrisy exposed),N-loathing-d3-c1,107,"The pastor had preached about family every Sunday for twelve years. He had counseled couples in his office. He had held the hands of women whose marriages were failing and told them that commitment was a choice made daily. The photographs were from a private account that had been made public by the platform's security failure. They showed the pastor in hotel rooms in three different cities with three different people, none of whom was his wife. The metadata on the photographs spanned eighteen months. The most recent was dated two days before a sermon she had attended, in which he spoke about the meaning of trust.",affective,N-loathing-d3-c1,,,N-loathing-d3-c1,test
Bm-loathing-d3-v1,loathing,moderate,3,Social betrayal (hypocrisy exposed),,108,"The department head had sent the email about the new sustainability initiative on a Monday. Paper reduction, energy audits, a pledge to eliminate single-use items from the office by the end of the quarter. The email had his photograph at the bottom, standing next to the recycling station he had unveiled at the all-hands meeting. On Thursday she had walked past his office on the way to a meeting. The door was open. On his desk were two disposable coffee cups, a plastic water bottle, and the remains of a takeout lunch in a styrofoam container. The recycling bin beside his desk was empty. The wastebasket was not.",affective,N-loathing-d3-c1,1.0,4.085463641901814,N-loathing-d3-c1,test
N-loathing-d3-c1,neutral,neutral,3,Social-Betrayal-Matched (Public Figure/Institutional Settings),B-loathing-d3-v1,97,"The pastor had led the Sunday service for twelve years. He had organized the community outreach program and coordinated with local organizations for the annual food drive. He had met with congregants during office hours and facilitated the weekly discussion groups. The photographs were from the church's social media account, managed by the communications volunteer. They showed the pastor at community events in three different neighborhoods — the food pantry, the school partnership program, and the interfaith council meeting. The most recent post was from two days before Sunday service, showing the setup for the holiday bazaar.",neutral,N-loathing-d3-c1,,,N-loathing-d3-c1,test
B-loathing-d4-v2,loathing,peak,4,Caregiving responsibility (dependent in your charge),N-loathing-d4-c2,111,"The facility tour showed the front wing — fresh paint, plants in the
hallway, a dining room with tablecloths. Her mother would be in the
back wing. On her second visit she took a wrong turn past the tour
route. The back wing had a different smell. Three doors were open. In
the first room, a woman sat facing a wall with no television. In the
second, a man was in bed at 2 PM, the food tray untouched and cold.
In the third, the sheets had a discoloration visible from the doorway.
The activity board in the back hallway was blank. The one in the front
hallway had been full.",affective,N-loathing-d4-c2,,,N-loathing-d4-c2,test
N-loathing-d4-c2,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-loathing-d4-v2,118,"The facility tour showed the front wing — fresh paint, plants in the
hallway, a dining room with tablecloths. Her mother would be in the
back wing. On her second visit she walked past the front area to the
back wing. The back wing had the same layout. Three doors were open. In
the first room, a woman sat watching a nature program on the
television. In the second, a man was resting at 2 PM, the food tray
cleared and stacked on the side table. In the third, the sheets were
tucked with hospital corners. The activity board in the back hallway
listed a craft session at three. The one in the front hallway listed
the same.",neutral,N-loathing-d4-c2,,,N-loathing-d4-c2,test
B-loathing-d4-v4,loathing,peak,4,Caregiving responsibility (dependent in your charge),N-loathing-d4-c4,107,"The pharmacy records arrived in a folder the group home sent by
mistake. Her sister's medication list had four prescriptions. Two she
recognized — the ones the doctor had discussed. The other two were
added without consultation. She looked up the names. One was a
sedative. The other was for behavioral suppression. The dosing log
showed both administered at 6 PM — one hour before the evening shift
change. The nightly notes since March read ""calm and compliant."" She
checked the March notes. ""Resident exhibited increased vocalization
during evening hours."" The next entry added the two prescriptions. The
entry after that: ""calm and compliant."" It was September.",affective,N-loathing-d4-c4,,,N-loathing-d4-c4,test
N-loathing-d4-c4,neutral,neutral,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-loathing-d4-v4,116,"The pharmacy records arrived in a folder the group home sent with the
monthly update. Her sister's medication list had four prescriptions.
Two she recognized — the ones the doctor had discussed. The other two
had been added after the last consultation. She looked up the names.
One was a vitamin supplement. The other was for seasonal allergies. The
dosing log showed both administered at 6 PM — one hour before the
evening shift change. The nightly notes since March read ""comfortable
and on schedule."" She checked the March notes. ""Resident began new
supplement regimen during evening hours."" The next entry confirmed the
two additions. The entry after that: ""comfortable and on schedule."" It
was September.",neutral,N-loathing-d4-c4,,,N-loathing-d4-c4,test
B-loathing-d5-v1,loathing,peak,5,Inheritance/legacy (intergenerational discovery),N-loathing-d5-c1,107,"The ledger books were in the basement with her grandfather's business
records, 1961 to 1988. The family called it a garment workshop. The
workers were listed by first name only. No last names. No addresses.
The pay column, adjusted for the years, was below minimum wage in
every entry. The ledger tracked ""advances"" — loans against future work
that kept each balance negative. No worker in twenty-seven years had a
positive balance. Not one. Her grandfather had left the family the
building. The building's value was built on the labor recorded by
first name in those columns. She counted the names. Thirty-one first
names and nothing else.",affective,N-loathing-d5-c1,,,N-loathing-d5-c1,test
N-loathing-d5-c1,neutral,neutral,5,Inheritance/Legacy-Matched (Intergenerational Records),B-loathing-d5-v1,110,"The ledger books were in the basement with her grandfather's business
records, 1961 to 1988. The family called it a garment workshop. The
workers were listed by first name and last name. Each had an address on
file. The pay column, adjusted for the years, was at the standard rate
for every entry. The ledger tracked ""advances"" — holiday bonuses that
added to each balance over time. No worker in twenty-seven years had a
negative balance. Not one. Her grandfather had left the family the
building. The building's value had appreciated with the neighborhood
over the decades. She counted the names. Thirty-one workers, each with
a full record on file.",neutral,N-loathing-d5-c1,,,N-loathing-d5-c1,test
B-loathing-d5-v2,loathing,peak,5,Inheritance/legacy (intergenerational discovery),N-loathing-d5-c2,122,"The emails were on his mother's old laptop, which he was clearing for
donation. The folder was labeled ""Sent — Personal."" Addressed to a
friend. In them, his mother described the people she helped at the
food bank. She used language she had never used in his presence. She
assigned them categories. She ranked them. She speculated about their
choices in terms that assumed the choices were the cause. She had
volunteered for twenty-two years. The emails spanned nineteen. She had
written these assessments while sorting donations and being
photographed for the annual newsletter with her arm around the people
she described this way in the emails. The newsletter was in a frame in
the hallway. The laptop was on the desk.",affective,N-loathing-d5-c2,,,N-loathing-d5-c2,test
N-loathing-d5-c2,neutral,neutral,5,Inheritance/Legacy-Matched (Intergenerational Records),B-loathing-d5-v2,119,"The emails were on his mother's old laptop, which he was clearing for
donation. The folder was labeled ""Sent — Personal."" Addressed to a
friend. In them, his mother described the people she helped at the
food bank. She used the same language she used in his presence. She
organized them by pickup schedule. She tracked their preferences. She
noted their dietary needs in terms that matched the intake forms. She
had volunteered for twenty-two years. The emails spanned nineteen. She
had written these inventory notes while sorting donations and being
photographed for the annual newsletter standing beside the shelving
unit she had organized. The newsletter was in a frame in the hallway.
The laptop was on the desk.",neutral,N-loathing-d5-c2,,,N-loathing-d5-c2,test
B-loathing-d5-v3,loathing,peak,5,Inheritance/legacy (intergenerational discovery),N-loathing-d5-c3,99,"The will included a property she had never heard of — an apartment
building across the city. She drove there. Sixteen units. The hallway
had no working lights on the second floor. The fire escape was
padlocked shut. The rent rolls, attached to the will's schedule,
showed amounts three times the neighborhood average. The maintenance
ledger: zero expenditures for the current year. She checked the
previous year. Zero. The year before. Zero. Her grandmother had
collected rent on sixteen apartments for eleven years and spent
nothing on their upkeep. The tenants were still living there. They
were still paying.",affective,N-loathing-d5-c3,,,N-loathing-d5-c3,test
N-loathing-d5-c3,neutral,neutral,5,Inheritance/Legacy-Matched (Intergenerational Records),B-loathing-d5-v3,99,"The will included a property she had heard about — an apartment
building across the city. She drove there. Sixteen units. The hallway
had working lights on every floor. The fire escape was accessible and
recently inspected. The rent rolls, attached to the will's schedule,
showed amounts consistent with the neighborhood average. The
maintenance ledger: four expenditures for the current year. She
checked the previous year. Six. The year before. Five. Her grandmother
had collected rent on sixteen apartments for eleven years and
maintained them on a regular cycle. The tenants were still living
there. They were still renewing.",neutral,N-loathing-d5-c3,,,N-loathing-d5-c3,test
B-loathing-d5-v4,loathing,peak,5,Inheritance/legacy (intergenerational discovery),N-loathing-d5-c4,112,"His uncle's filing cabinet had a locked drawer labeled ""Professional.""
His uncle had been a veterinarian for twenty-eight years before he
died in November. The drawer held insurance claims for procedures
never performed. The ""pre-op"" and ""post-op"" photographs showed
identical conditions — same markings, same positions, same date. The
animals had been sedated, photographed, and returned. Owners were told
the procedures were complete. Insurance paid. He counted the files.
Hundreds. Twenty-eight years of billing for operations that did not
happen, on animals that went home carrying the conditions their owners
paid to have removed. The practice had been sold. The new veterinarian
had the files. The locked drawer was no longer locked.",affective,N-loathing-d5-c4,,,N-loathing-d5-c4,test
N-loathing-d5-c4,neutral,neutral,5,Inheritance/Legacy-Matched (Intergenerational Records),B-loathing-d5-v4,118,"His uncle's filing cabinet had a labeled drawer marked ""Professional.""
His uncle had been a veterinarian for twenty-eight years before he
retired in November. The drawer held insurance claims for procedures
performed over the final year. The ""pre-op"" and ""post-op"" photographs
showed different conditions — healed incisions, changed markings,
updated positions. The animals had been sedated, treated, and
returned. Owners were sent the post-op reports when the procedures
were complete. Insurance processed the claims. He counted the files.
Hundreds. Twenty-eight years of records for operations documented with
photographs, on animals that went home carrying documentation their
owners kept in household files. The practice had been sold. The new
veterinarian had the files. The labeled drawer was organized
alphabetically.",neutral,N-loathing-d5-c4,,,N-loathing-d5-c4,test
B-loathing-d6-v2,loathing,peak,6,Public witness (stranger encounter in shared space),N-loathing-d6-c2,104,"She was at the next table when the woman's phone rang. The woman
answered with a practiced voice — a counseling session, audible in the
phrasing. When the call ended, the woman turned to her companion and
described the caller by first name. She imitated the caller's speech.
Her companion laughed. She described another client. Then another.
Four clients discussed by name in eighteen minutes, each with a
specificity that came from professional sessions. The woman ordered
another drink. She did not lower her voice. The tables were three feet
apart. She was conducting sessions on a patio and performing the
clients for entertainment.",affective,N-loathing-d6-c2,,,N-loathing-d6-c2,test
N-loathing-d6-c2,neutral,neutral,6,Public-Witness-Matched (Civic/Transit Settings),B-loathing-d6-v2,105,"She was at the next table when the woman's phone rang. The woman
answered with a professional voice — a scheduling call, audible in the
phrasing. When the call ended, the woman turned to her companion and
described the afternoon agenda by topic. She outlined the next
meeting's structure. Her companion nodded. She described another item.
Then another. Four agenda topics covered in eighteen minutes, each with
a specificity that came from preparation. The woman ordered another
drink. She did not raise her voice. The tables were three feet apart.
She was reviewing the schedule on a patio and confirming the timeline
for her companion.",neutral,N-loathing-d6-c2,,,N-loathing-d6-c2,test
