id,emotion,intensity,domain,domain_label,matched_control_id,word_count,text,condition,pair_id
N-admiration-d2-c1,neutral,none,2,Moral-Character-Matched (Professional/Institutional Settings),B-admiration-d2-v1,112,"The accountant had completed the annual audit of his firm's managed accounts. The review followed the standard compliance checklist, and the results were consistent with the previous year's findings. He filed the report with the regulatory body on schedule, as required. The accounts were balanced within the acceptable variance, and the client notifications were sent through the automated system. He had been with the firm for the duration of his career, and his performance reviews reflected steady, satisfactory work. The firm's revenue covered operating costs and staff salaries within the projected budget. He attended the quarterly compliance meeting and confirmed that the filing deadlines for the next period were on the calendar.",neutral,N-admiration-d2-c1
N-admiration-d2-c4,neutral,none,2,Moral-Character-Matched (Professional/Institutional Settings),B-admiration-d2-v4,119,"The doctor had been at the clinic for nineteen years. He worked the standard schedule — four clinical days, one administrative day — and followed the staffing plan set by the department. The clinic was located in the hospital's community outreach wing, serving the surrounding neighborhoods. He saw patients on a rotating basis with the other physicians in the group. The department had offered him a seat on the scheduling committee, which he accepted. His patient load was within the standard range for his specialty. Some of the patients had been with the clinic since it opened. He attended the department meeting each month and filed his patient notes through the electronic records system on the standard timeline.

---",neutral,N-admiration-d2-c4
N-admiration-d3-c1,neutral,none,3,Resilience-Matched (Recovery/Personal Settings),B-admiration-d3-v1,109,"The woman had hired a contractor to repair the house after the flood. The water damage had affected the lower sections — flooring, lower walls, wiring, and plumbing. Insurance covered the standard remediation costs. The contractor was a licensed firm recommended by the insurance adjuster. The work followed the building code requirements for flood-damaged structures. It took approximately four months, which was within the typical timeline for this scope. The building inspector signed off on the final permit, and the wiring and plumbing met the current code specifications. Her neighbors had checked in during the construction period. She thanked them and said the contractor was handling everything on schedule.",neutral,N-admiration-d3-c1
N-admiration-d3-c3,neutral,none,3,Resilience-Matched (Recovery/Personal Settings),B-admiration-d3-v3,126,"The runner had finished mid-pack. She had been competing at the regional level for two years, following a training plan developed with her coach. Her times had been consistent with her age group and experience level. She ran the local circuit — a race every few weeks during the season. She finished, collected her tag, checked her time, and noted the split data for review with her coach. The other runners in her division were familiar from the regular events. She was at the starting line each race with the standard preparation — warmup, stretching, equipment check. Her pace had been improving at the expected rate for her training volume. She reviewed the results online after each event and adjusted her schedule for the following week.",neutral,N-admiration-d3-c3
N-admiration-d3-c4,neutral,none,3,Resilience-Matched (Recovery/Personal Settings),B-admiration-d3-v4,126,"The boy had been in the hospital for three weeks following a scheduled procedure. He was eleven. The recovery was on track according to the standard post-operative timeline. His teacher sent weekly assignment packets to the hospital, and a tutor from the school district came twice a week for the standard homebound instruction hours. He completed the worksheets at the expected pace and returned them through the hospital's mail system. The class had sent a card, and he wrote a brief response that the teacher read aloud during morning announcements. The hospital room had a small desk by the window where he worked on assignments. The doctor had estimated he would return to school within the month, and his grades had been maintained during the absence.",neutral,N-admiration-d3-c4
N-vigilance-d1-c2,neutral,none,1,Protective-Watch-Matched (Parental/Supervisory Settings),B-vigilance-d1-v2,118,"His daughter was learning to ride a bicycle. She was at the top of the driveway, which had a gentle slope down to the sidewalk. He stood near the mailbox, watching her practice the starting motion — one foot on the pedal, the other pushing off from the ground. He'd checked the brakes before they started, and the tire pressure was at the level recommended for her weight. A car turned onto the street two blocks away and pulled into a driveway halfway down the block. His daughter made it to the bottom of the driveway and put both feet down. He gave her a thumbs-up and she walked the bike back to the top to try again.",neutral,N-vigilance-d1-c2
N-vigilance-d2-c1,neutral,none,2,Strategic-Anticipation-Matched (Professional/Decision Settings),B-vigilance-d2-v1,108,"The surgeon had been reviewing the scan for her afternoon case. The procedure was a routine resection with standard margins. Her team was scrubbing in on the regular schedule. She had outlined the approach on the whiteboard for the residents — a straightforward path following the anatomical landmarks documented in the patient's imaging. The margin was within the normal range for this type of procedure. She reviewed the anesthesia plan with the attending anesthesiologist, confirming the standard protocol. The patient's vitals from the pre-op workup were stable and unremarkable. She initialed the whiteboard, confirmed the surgical count with the scrub nurse, and walked to the OR to begin.",neutral,N-vigilance-d2-c1
N-vigilance-d2-c2,neutral,none,2,Strategic-Anticipation-Matched (Professional/Decision Settings),B-vigilance-d2-v2,116,"The negotiator had been in the conference room for seven hours. The session had followed the standard mediation format — opening statements, individual caucuses, and joint discussion periods. He had a diagram in his notebook — a timeline of each phase, marked by the hour. The last forty minutes had been a scheduled break. Both parties had used the time to review documents and consult with their attorneys in separate rooms. The mediator checked the clock and noted that the break was ending in five minutes. He reviewed his notes from the afternoon session — three items had been resolved, two remained. He signaled to the clerk to prepare the summary documents for the next round.",neutral,N-vigilance-d2-c2
N-vigilance-d2-c3,neutral,none,2,Strategic-Anticipation-Matched (Professional/Decision Settings),B-vigilance-d2-v3,113,"The trader had three screens arranged across her desk. The market was in its mid-afternoon range, moving within the bounds that had held for most of the session. She checked her open positions against the daily summary — all within the risk parameters set at the morning meeting. The price levels she'd noted that morning were still ten to fifteen points away in either direction. She reviewed the volume charts, which showed typical activity for a Wednesday. No scheduled announcements were pending until Thursday. She updated her end-of-day report with the current figures and set an alert for the close. The portfolio was balanced and the positions were sized to the standard allocation.",neutral,N-vigilance-d2-c3
N-vigilance-d2-c4,neutral,none,2,Strategic-Anticipation-Matched (Professional/Decision Settings),B-vigilance-d2-v4,115,"The chess player had been reviewing the position for a few minutes during his allotment. His opponent had played a standard developing move, bringing the knight to c6, consistent with the opening theory both players had been following. The pawn structure was symmetrical and stable. He considered two candidate moves — both were mainline responses that maintained equality. He chose the one he had prepared that morning during his review of recent tournament games featuring this variation. He moved his bishop to d5, occupying the central square as recommended in the analysis. His opponent nodded and began considering the next move. The position was level and the game was proceeding at the expected pace.

---",neutral,N-vigilance-d2-c4
N-vigilance-d3-c2,neutral,none,3,Environmental-Scanning-Matched (Monitoring/Patrol Settings),B-vigilance-d3-v2,117,"The pilot was flying the approach in clear conditions. The runway was visible from five miles out. The surface wind had been reported as steady at eight knots, consistent with the forecast. She checked the standard instruments in the approach sequence — airspeed on target, glideslope centered, heading aligned with the runway. The approach was stabilized and within parameters at each checkpoint. The tower cleared her to land with no traffic ahead. She noted the altitude passing through five hundred feet, confirmed the landing gear indicator, and continued the descent at the published rate. The runway markings grew larger in the windscreen. She crossed the threshold at the standard speed and touched down on the center line.",neutral,N-vigilance-d3-c2
N-rage-d4-c2,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-rage-d4-v2,105,"His mother had a bandage on her upper arm from the flu vaccination.
She was eighty-three and she had received it that morning. She had
told him this twice. The facility's report said ""annual immunization
completed per schedule."" He asked to see the vaccination record. The
record listed the date and the administering nurse. He asked to see
the next appointment. The physician's visit was scheduled for the
following Thursday. He asked who had given the injection. Three staff
members rotated through the weekly schedule. He asked his mother
again. She held up her arm and showed him the bandage. She said it
was fine.",neutral,N-rage-d4-c2
N-rage-d4-c3,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-rage-d4-v3,110,"His daughter had drawn seventeen pictures at school that month. The
teacher sent them home in a folder. The first three were houses and
trees. By picture eight, the figures included details — fingers,
shoes, buttons. By picture twelve, one figure was drawn with a
background of green grass and a yellow circle for the sun. The art
teacher noted it as ""typical developmental progression."" He lined the
pictures up on the kitchen table in the order they were dated. He
could see the changes. The color use had become more varied. The
teacher had noted this on the folder. He had noticed it too. He put
them on the refrigerator.",neutral,N-rage-d4-c3
N-rage-d4-c4,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-rage-d4-v4,96,"She had power of attorney for her brother. He was thirty-one and
non-verbal. The group home provided three hours of daily activities.
She visited on a Wednesday at 2 PM without calling ahead. Her brother
was in the common room. The television was tuned to a nature program.
Art supplies were spread on the table, a jacket hung on the hook, and
his shoes were by the door. The log book listed ""morning outing:
park."" It was clear. It had been clear since Monday. She turned to
Tuesday's entry. Park. Monday. Library. She reviewed each page.",neutral,N-rage-d4-c4
N-rage-d5-c3,neutral,none,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-rage-d5-v3,116,"The archive sent his grandfather's service file in a manila envelope.
The same version framed in the hallway. The official copy. His
grandfather had been a supply clerk. The commendation was for thirty
years of service, awarded to personnel at that milestone in his unit.
His grandfather's file contained three transfers and an honorable
discharge. Sixty years of Sunday dinners where the story was
mentioned. His mother had repeated it at every holiday. His wife had
seen it. His son had done a school report on it last spring and
received a B-plus. The framed report was next to the framed
certificate on the hallway wall. He dusted both frames. He
straightened them on the wall.",neutral,N-rage-d5-c3
N-rage-d6-c1,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-rage-d6-v1,111,"The man on the platform had set down his groceries. Oranges sat in a
bag near the bench. He was sorting through the items. He had a cane.
Two transit employees directed passengers toward the far end. He said
he was fine here. They said the express was coming. He leaned the cane
against the bench and reached into his bag to check the receipt. The
cane rested against the armrest. The man sat down. Fourteen people
stood on the platform. The schedule board was mounted six feet above
the bench. She checked the arrival times. She checked her phone. She
checked the arrival times again. The express was on schedule.",neutral,N-rage-d6-c1
N-rage-d6-c3,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-rage-d6-v3,110,"The moving truck was already half-loaded. The family's belongings were
on the sidewalk — furniture, boxes, a child's bicycle with training
wheels. The manager stood on the porch with a clipboard. A woman
carried a box past him and he checked the inventory list. She went
back inside and came out with another box. He checked the list again.
He was marking each item. The movers' van had arrived on schedule. It
was parked at the curb with the engine idling. The woman carried
another box. The manager noted it on the clipboard. The child's
bicycle was the last thing on the sidewalk. Her son rolled it to the
truck.",neutral,N-rage-d6-c3
N-grief-d4-c1,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-grief-d4-v1,109,"She visited him on Tuesdays and Saturdays. Three years now. The room
was the same. The bed was made by the morning staff. He was in the
chair by the window. She put the bag of oranges on the table — the
same thing she brought every time. He picked up the bag. He checked
inside. His eyes moved to the crossword book on the nightstand, then
to the newspaper she'd brought, then to the schedule posted by the
door. She peeled an orange and set the sections on a napkin. He ate
one. She mentioned the weather. He nodded. She mentioned it again. He
reached for another section.",neutral,N-grief-d4-c1
N-grief-d4-c2,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-grief-d4-v2,114,"The room upstairs was the same as the day she left for college. Her
father had kept it as a guest room. The track trophies on the shelf.
The running shoes by the door, still laced the way she laced them —
tight on the left, loose on the right. The college brochures had been
replaced with magazines for visitors. She was downstairs now, in the
room they had converted when the house needed more office space. The
desk fit through the new doorway. The trophies could be moved whenever
she wanted them. The guest room was ready for the weekend. He closed
the door the way he did every evening and went downstairs.",neutral,N-grief-d4-c2
N-grief-d4-c3,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-grief-d4-v3,113,"He helped his father into the bath every morning at seven. His father
had been a man who built fences and dug post holes by hand. That was
thirty years ago. Now he steadied him from the bed to the chair and
from the chair to the tub. A hundred and sixty pounds. He knew because
the visiting nurse recorded it every Thursday. His father's hands
rested in the water. They were the same hands. He handed him the cloth
and his father washed each arm in turn, the way he always had —
starting from the wrist. His father's eyes were on the window. They
were watching a cardinal at the feeder.",neutral,N-grief-d4-c3
N-grief-d5-c1,neutral,none,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-grief-d5-v1,109,"The workbench in the garage had a half-built birdhouse on it. Her
father had started it the week before the holiday. The sides were cut
and sanded. He had drawn pencil lines where the nails were supposed to
go. A bag of finishing nails sat next to the wood, still sealed. The
instructions were printed from the internet, folded under the base,
with notes in his handwriting — ""drill first,"" ""sand again,"" and at
the bottom, ""for the backyard, near the kitchen window, where the
light is best in the mornings."" She left everything where it was. She
went to the kitchen window and checked the spot he'd chosen.",neutral,N-grief-d5-c1
N-grief-d5-c4,neutral,none,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-grief-d5-v4,117,"His father had kept a single folder behind the tax returns, filed
under ""M."" Inside was a completed application to a trade certification
program in another state, dated 1981. Every line was filled in. The
reference letters were typed, three pages, from employers his father
had worked with at the plant and at the job before that. A
passport-sized photo was paper-clipped to the front — his father at
twenty-four, wearing a jacket. The application had been submitted that
spring. Stapled to the back was a receipt for the registration fee.
Someone had written ""paid in full"" across the top. His father had
worked in the trade for thirty-seven years. The certification was in
the same folder.",neutral,N-grief-d5-c4
N-grief-d6-c4,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-grief-d6-v4,118,"The woman at the counter was buying stamps when her phone rang. She
answered it and listened. She placed the stamps on the counter. She
placed the wallet next to the stamps. The clerk waited. The woman said
""Tuesday"" into the phone. Then she said ""that works"" and put the phone
away. The clerk pushed the stamps toward her. The woman picked them
up. The line was four people deep. Someone coughed. She opened the
wallet and counted out the bills. She looked at the stamps and the
wallet on the counter. She picked up the change. She picked up the
stamps. She walked out. The door closed behind her. The clerk called
the next person in line.",neutral,N-grief-d6-c4
N-terror-d4-c1,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-terror-d4-v1,112,"The teacher said his daughter had been picked up at 2:45. He was
standing in the office at 3:10. His wife had arranged for her sister
to pick her up. The sign-out sheet had a signature he recognized —
his sister-in-law's, with the authorization code his wife had called
in that morning. The name written next to it matched the one on the
approved list. He mentioned this to the woman at the desk. She looked
at the sheet. She confirmed the pickup. His daughter's backpack was
not on the hook. Her coat was not in the cubby. Both had gone home
with her aunt. The clock above the desk said 3:14.",neutral,N-terror-d4-c1
N-terror-d4-c3,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-terror-d4-v3,109,"The baby monitor showed the crib at 2:17 AM. The baby was asleep. She
was in the hallway by the thermostat. The nursery door was open — she
had left it that way. The blanket was pushed to one side. The window
was shut. She looked at the closet. The changing table. The rocker.
She stood in the doorway of the nursery. The house was quiet. She
checked the next room. The bathroom. Back to the hallway. All settled.
She went to the top of the stairs and listened. From the floor below,
a sound — the furnace, the pipes, the house doing what it did at this
hour.",neutral,N-terror-d4-c3
N-terror-d5-c1,neutral,none,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-terror-d5-v1,101,"The letter was in her mother's desk, in an envelope opened and
resealed with tape. Dated two months before her mother's move. From a
law firm she had not used. It referenced an account number and a
person by name — someone her mother's advisor had listed as
beneficiary. The final paragraph stated that the trust was funded and
that distributions would begin as of a date that had already passed.
Her mother's address was on the letter. This address. Her name was on
it too. Her mother's was. Her mother had arranged it. The person named
as beneficiary was her.",neutral,N-terror-d5-c1
N-terror-d6-c1,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-terror-d6-v1,119,"The train stopped between stations. An announcement played. The
lights stayed on. She looked at the other passengers. The man in the
gray coat was reading his phone. The woman with the stroller was
adjusting the canopy. The train had been stopped for four minutes.
Then the lights dimmed briefly for the system switch. The strips along
the floor glowed green and made the car look longer than it was.
Someone in the next car knocked on the partition. A regular knock. She
could hear it through the wall. She counted the people in her car.
Nine. She looked at the route map. One more stop to go. The train
began to move between stations. The next announcement played.",neutral,N-terror-d6-c1
N-terror-d6-c2,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-terror-d6-v2,102,"He was standing in the plaza when the crowd shifted direction. It
started at the far end — people turning, walking steadily, some of
them stopping. A drumline. A banner. Row by row, the people nearest
the sound turned and watched, and then the next row turned, and the
next. He was eight rows back. The stage was not visible from where he
stood. Seven rows now. Six. The woman next to him picked up her bag
and moved closer. He walked forward. The rows kept filling in ahead of
him. Five. Four. He could see the tops of the banners. Three.",neutral,N-terror-d6-c2
N-terror-d6-c3,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-terror-d6-v3,119,"The fire alarm in the mall had been sounding for ninety seconds. No
one was leaving. A security guard walked past with a clipboard. Then
the second alarm started — a different tone, lower, with a pulse. The
guard checked his watch. She watched him reach for his radio, speak
into it, and walk toward the east exit at a regular pace. The stores
continued operating through the test. On schedule. A woman at the
pretzel stand adjusted the register volume and returned to the counter
without interrupting service. The shoppers continued moving through
the corridor. The second tone ended. The guard returned from the east
wing. She counted the exits she could see from where she stood. Two.",neutral,N-terror-d6-c3
N-terror-d6-c4,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-terror-d6-v4,112,"The man in the waiting room had been sitting across from her for
twenty minutes. His bag was on the floor between his feet. Every three
minutes he looked at the clock, then at the door, then adjusted the
bag with his foot — shifting it to one side, then the other. She
noticed four cycles. On the fifth, he checked the clock, checked the
door, and stood up. He picked up the bag. He walked to the desk. She
looked at the desk. The receptionist handed him a form. The bag was on
the counter. She counted the people in the room. Eleven. She returned
to her magazine. One article left.",neutral,N-terror-d6-c4
N-ecstasy-d4-c1,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-ecstasy-d4-v1,107,"The speech therapist had been working with his daughter for two years.
Twice a week, forty-five minutes. Flashcards, mouth exercises, tongue
placement drills. His daughter was four. She had been producing the
target syllable since January. He was in the kitchen when the therapist
finished the session and called from the hallway. She said ""she's done
for today"" and read the progress notes. The consonant scores were
consistent. The vowel scores were consistent. The numbers matched the
targets set at the quarterly review. He wrote them in the log on the
counter. The next session was Thursday. She had four more exercises
assigned for the week.",neutral,N-ecstasy-d4-c1
N-ecstasy-d4-c2,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-ecstasy-d4-v2,114,"The doctors said she would need the brace until the next review. That
was January. It was now October. His daughter was sitting in the living
room with one hand on the couch. She lifted her hand. She reached for
the remote. Both feet on the floor. The brace was on the cushion —
removed for the evening exercises. She held the position for four
seconds — he counted them — and shifted her weight. One adjustment.
She looked down at her foot. Then a second adjustment. He was in the
chair six feet away. He wrote the number in the log. She completed the
set. The distance between the couch and the chair was six feet.",neutral,N-ecstasy-d4-c2
N-ecstasy-d4-c4,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-ecstasy-d4-v4,108,"The enrollment had been final for three months. The boy was seven. He
called them by their first names. She was packing his lunch on a
Tuesday morning when he spoke from the hallway. ""You forgot the
apple."" He said it the way he said everything — flat, mid-sentence,
already past it. She was holding the zipper of the backpack. She
closed it and set it on the counter. He was putting on his shoes by
the door. She put the apple in the bag. She pulled the zipper. She
drove him to school at the usual time and came back to the kitchen and
wiped the counter where the backpack had been.",neutral,N-ecstasy-d4-c4
N-ecstasy-d5-c2,neutral,none,5,Inheritance-Legacy-Matched (Intergenerational/Archival Settings),B-ecstasy-d5-v2,107,"The drop cloths were in the barn behind her grandfather's house.
Forty-three of them, folded on shelves. Her grandfather had been a
house painter for forty-one years. He had stored them after each job.
She unfolded the first one and held it to the light from the barn
door. She unfolded the second. The third. By the seventh she had
stopped counting and started stacking them against the wall. The
fabrics were standard canvas. The folds were consistent. They were the
work of someone organized. Forty-three cloths. Forty-one years of
houses. He had kept them in the barn, sorted, and labeled each one.",neutral,N-ecstasy-d5-c2
N-ecstasy-d6-c1,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-ecstasy-d6-v1,117,"The woman at the coffee counter put down her phone and placed both
hands flat on the surface. The barista asked if she was ready to
order. She picked up the phone and looked at the screen again. She put
one hand on the counter. She turned to the man behind her in line — a
stranger — and asked if he knew the Wi-Fi password. The man checked
his phone. The woman stepped to the side and typed something on her
screen. She returned to the counter and ordered. The person behind the
register rang up the total. The person beside them restocked the cups.
The woman stood at the pickup end with her receipt in one hand.",neutral,N-ecstasy-d6-c1
N-ecstasy-d6-c3,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-ecstasy-d6-v3,115,"He was in the back row of the auditorium. The names were being read
alphabetically. He was there for his niece. From where he sat he could
see a woman in the fourth row holding a phone up to record. When a
name was called — not a name he recognized — the woman checked her
phone screen. The man beside her adjusted his seat. A boy, maybe ten,
looked at the stage. The graduate crossed the stage and collected the
diploma with one hand. The woman shifted her phone to the other hand.
She continued recording. The boy beside her looked at the program. The
woman put the phone down when the next name was called.",neutral,N-ecstasy-d6-c3
N-ecstasy-d6-c4,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-ecstasy-d6-v4,116,"The arrivals gate opened and people came through one at a time. A man
came through carrying a duffel bag, scanning the faces. A woman thirty
feet to her left held a name card at chest height. The man saw it. He
shifted the bag and walked over. She lowered the card. They stood
there. The stream of passengers moved around them. He set the bag
down. The duffel was on the floor beside his feet. Her briefcase was
where she had been standing. Two bags, four feet apart, and the two
people between them checking a printed schedule. Security walked past
and looked at the bags and then at the two people and kept walking.",neutral,N-ecstasy-d6-c4
N-loathing-d4-c1,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-loathing-d4-v1,104,"The camera had been in the bookshelf for two weeks. She reviewed the
footage after the sitter left. The first days were routine. By day
eight, the sitter was picking up the baby within two minutes of any
sound from the crib. On day eleven, she ate at the kitchen table for
fifteen minutes while the baby slept in the other room. On day twelve,
the sitter changed the diaper, checked the skin, and applied the
standard cream. She closed the diaper. The daily log was on the
counter. Every entry included the feeding times and the nap schedule.
She read day twelve again. The sitter had noted the cream application.",neutral,N-loathing-d4-c1
N-loathing-d4-c2,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-loathing-d4-v2,101,"The facility tour showed the front wing — fresh paint, plants in the
hallway, a dining room with tablecloths. Her mother would be in the
back wing. On her second visit she walked past the front area to the
back wing. The back wing had the same layout. Three doors were open. In
the first room, a woman sat watching a nature program on the
television. In the second, a man was resting at 2 PM, the food tray
cleared and stacked on the side table. In the third, the sheets were
tucked with hospital corners. The activity board in the back hallway
listed a craft session at three. The one in the front hallway listed
the same.",neutral,N-loathing-d4-c2
N-loathing-d4-c3,neutral,none,4,Caregiving-Responsibility-Matched (Dependent/Institutional Settings),B-loathing-d4-v3,103,"The recording was on her son's tablet. He had left the voice memo
running — he did this sometimes. The first eleven minutes were
classroom sounds. At minute twelve, two adults were speaking. One was
his teacher. She described her son to the aide. She used the standard
assessment language, then summarized it. She described his progress in
the classroom as ahead of the term schedule. She said a sentence about
what he would work on next. The sentence was specific. He was in the
room during the conversation — his sounds were audible in the
background. The teacher knew he was there. The aide confirmed the
timeline. The recording continued for four more minutes. Both adults
discussed the next unit.",neutral,N-loathing-d4-c3
N-loathing-d5-c1,neutral,none,5,Inheritance/Legacy-Matched (Intergenerational Records),B-loathing-d5-v1,104,"The ledger books were in the basement with her grandfather's business
records, 1961 to 1988. The family called it a garment workshop. The
workers were listed by first name and last name. Each had an address on
file. The pay column, adjusted for the years, was at the standard rate
for every entry. The ledger tracked ""advances"" — holiday bonuses that
added to each balance over time. No worker in twenty-seven years had a
negative balance. Not one. Her grandfather had left the family the
building. The building's value had appreciated with the neighborhood
over the decades. She counted the names. Thirty-one workers, each with
a full record on file.",neutral,N-loathing-d5-c1
N-loathing-d5-c3,neutral,none,5,Inheritance/Legacy-Matched (Intergenerational Records),B-loathing-d5-v3,97,"The will included a property she had heard about — an apartment
building across the city. She drove there. Sixteen units. The hallway
had working lights on every floor. The fire escape was accessible and
recently inspected. The rent rolls, attached to the will's schedule,
showed amounts consistent with the neighborhood average. The
maintenance ledger: four expenditures for the current year. She
checked the previous year. Six. The year before. Five. Her grandmother
had collected rent on sixteen apartments for eleven years and
maintained them on a regular cycle. The tenants were still living
there. They were still renewing.",neutral,N-loathing-d5-c3
N-loathing-d6-c2,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-loathing-d6-v2,101,"She was at the next table when the woman's phone rang. The woman
answered with a professional voice — a scheduling call, audible in the
phrasing. When the call ended, the woman turned to her companion and
described the afternoon agenda by topic. She outlined the next
meeting's structure. Her companion nodded. She described another item.
Then another. Four agenda topics covered in eighteen minutes, each with
a specificity that came from preparation. The woman ordered another
drink. She did not raise her voice. The tables were three feet apart.
She was reviewing the schedule on a patio and confirming the timeline
for her companion.",neutral,N-loathing-d6-c2
N-loathing-d6-c3,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-loathing-d6-v3,95,"The community garden tour included everything, including the
greenhouse. He walked in with the group. The front beds held the
plants from the website — tomatoes, herbs, the pollinator garden that
won an award. Inside the greenhouse: organic fertilizer bags stacked
along the wall. The brand was listed as approved in the garden's own
certification documents. The runoff channel led to a filtration bed
behind the fence — the watershed the website called ""protected by our
sustainable practices."" The award plaque was mounted on the outside
wall, facing the tour path. It was visible from inside the greenhouse.",neutral,N-loathing-d6-c3
N-loathing-d6-c4,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-loathing-d6-v4,102,"The man at the counter was explaining the status of the woman's
application. He spoke clearly. She held a folder of supporting
documents. He opened it and reviewed the contents. He listed the items
received. She confirmed each one. He said the review would take two
weeks. She asked if she could check on it before then. He said she
could call the main line any weekday. She asked if someone specific
would handle it. He said he would be the primary contact. She stood at
the counter. He entered the information on his screen. Through the
glass partition behind him, three other people sat at three other
desks. One of them looked up and nodded. The woman closed the folder.
She left with a receipt.",neutral,N-loathing-d6-c4
N-amazement-d5-c2,neutral,none,5,Inheritance/Legacy-Matched (Intergenerational Records),B-amazement-d5-v2,100,"His father had worked in a shoe factory for thirty-three years. After
the funeral, he found a notebook in the bottom drawer of the desk his
father kept by the bed. The notebook contained expense records.
Eighty-seven pages, written in pencil, in handwriting he recognized.
The entries were dated. He photographed a page and compared it to the
household receipts in the filing cabinet. The figures matched. The
records were thorough. Every entry tracked the same categories his
father had listed on the household budget pinned to the kitchen wall.
His father had not finished secondary school. The pencil marks were
neat and evenly spaced on every page.",neutral,N-amazement-d5-c2
N-amazement-d5-c3,neutral,none,5,Inheritance/Legacy-Matched (Intergenerational Records),B-amazement-d5-v3,97,"The house was being cleared for sale. In the attic, behind a water
heater that had not worked in years, she found a trunk with her
great-aunt's name on the clasp. Inside were letters in one
language — English. Her great-aunt had worked at the post office in a
town of nine hundred people. She had traveled to the state capital
twice for postal service conferences. The letters were addressed to
family members, neighbors, and a few former classmates. Forty-two
correspondents over twenty-eight years. The letter on top was from a
cousin in the next county. It began, ""Your package arrived on
Tuesday.""",neutral,N-amazement-d5-c3
N-amazement-d5-c4,neutral,none,5,Inheritance/Legacy-Matched (Intergenerational Records),B-amazement-d5-v4,104,"The family had always known the grandfather planted trees. It was what
he did on Saturdays. After he was gone, the county surveyor came to
assess the property. The surveyor walked the land for three hours and
came back to the house with a map. The trees were in rows. Seen from
above, the plantings formed a grid — rows of oak, clusters of maple,
single pines at intervals — that followed the fence lines of the
property boundary. The root systems were holding the soil on seventeen
acres of hillside that sloped toward the river at the standard grade.
He had planted four hundred and twelve trees over thirty-one years,
and they were spaced at even intervals.",neutral,N-amazement-d5-c4
N-amazement-d6-c1,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-amazement-d6-v1,99,"The subway car was full. A man in a maintenance uniform was sitting in
the corner seat with a piece of paper and a pencil. She glanced over
because the pencil was moving steadily. He was writing a list. Not
notes — a grocery list. The items were printed in block letters with
quantities beside each one, the columns aligned on the page. He had
written nine items on a single sheet. Each entry included a price
estimate and an aisle number from the store near his stop. The train
reached his stop. He folded the paper, put it in his pocket, and
left.",neutral,N-amazement-d6-c1
N-amazement-d6-c2,neutral,none,6,Public-Witness-Matched (Civic/Transit Settings),B-amazement-d6-v2,103,"The stalled car had slowed traffic on the bridge. A delivery truck had
pulled onto the shoulder behind it, hazard lights on. The driver was
visible through the windshield. A woman walked out of the line of
stopped cars. She was carrying a set of jumper cables from her trunk.
She opened the hood of the stalled car and connected the cables to the
battery terminals in the standard configuration — red to positive,
black to ground. The car started on the second try. She disconnected
the cables, returned to her car, and sat down. She had been on the
bridge for four minutes. The cables she had used were the standard
gauge sold at auto supply stores.",neutral,N-amazement-d6-c2
